Name,Link,Ratings,Total Buys,Price,Deal Available,Original Price,Coupon Savings,Company,Discount Price
"HP Victus, 12th Gen Intel Core i5-12450H, NVIDIA RTX 3050, 16GB DDR4,1TB SSD (Win11, Office21, Blue, 2.3kg), 144Hz, 9MS, IPS, 15.6-inch(39.6cm), Flicker-Free Gaming Laptop, Enhanced Cooling,fa1388TX",https://www.amazon.in/HP-i5-12450H-15-6-inch-Backlit-fa1388TX/dp/B0D81FFVZT/ref=sr_1_268?dib=eyJ2IjoiMSJ9.NEvqMM88uDMb-EQbe34iV4FZxi52DcpsubjMNoEG1jqz47A06Fj-QrVJk-MF6mblr4JGt6t_UFTzYJwhAe3SpNVnyt7EONLhBC7dg9Ho1GfSATyhGKQZswfKdLe-cOdzYFYX5_GVSq2uWxQXVwoCoNhdUCgSMJ_9rtpAvwEjOBnjHwO1Ke33xjd-OsO43arH5jB_-c1IOqM6zG168YaUN_djeRhqkeAuHEjFqUUgcvNPJUrRVsV2SvkDHNVEoUZNGhevcDxUPD_X1eN8xML-Jh8Bj7La5cjpFfABSP3F-h3WiwdwVP_RJDkNox1QEGwbDAxb8n1yzNspIwHvuarAXoTPpIE7PiLAJ1ScrMHb9ZI.LrWZjXWAc48DqObk8BkE5sKh99Co5Rgsj1c-hFkKnzU&dib_tag=se&qid=1741773455&s=computers&sr=1-268,1,-,70990,No Deal,72990,No Coupon,Hp,2000
"ASUS Vivobook 15, Intel Core i5-1335U 13th Gen,Thin and Light Laptop,15.6"" (39.62 cm) FHD, (16GB RAM /512GB/Windows11/Office 2021/Fingerprint/Quiet Blue/1.7 kg),X1504VA-NJ543WS(X1504VA)",https://www.amazon.in/ASUS-Vivobook-i5-1335U-Fingerprint-X1504VA-NJ543WS/dp/B0C5N5J44V/ref=sr_1_269?dib=eyJ2IjoiMSJ9.NEvqMM88uDMb-EQbe34iV4FZxi52DcpsubjMNoEG1jqz47A06Fj-QrVJk-MF6mblr4JGt6t_UFTzYJwhAe3SpNVnyt7EONLhBC7dg9Ho1GfSATyhGKQZswfKdLe-cOdzYFYX5_GVSq2uWxQXVwoCoNhdUCgSMJ_9rtpAvwEjOBnjHwO1Ke33xjd-OsO43arH5jB_-c1IOqM6zG168YaUN_djeRhqkeAuHEjFqUUgcvNPJUrRVsV2SvkDHNVEoUZNGhevcDxUPD_X1eN8xML-Jh8Bj7La5cjpFfABSP3F-h3WiwdwVP_RJDkNox1QEGwbDAxb8n1yzNspIwHvuarAXoTPpIE7PiLAJ1ScrMHb9ZI.LrWZjXWAc48DqObk8BkE5sKh99Co5Rgsj1c-hFkKnzU&dib_tag=se&qid=1741773455&s=computers&sr=1-269,14,-,50990,No Deal,72990,No Coupon,Asus,22000
"MSI Sword 16 HX, Intel 13th Gen. i9-13980HX, 41CM 16:10 FHD+ 144Hz Gaming Laptop(32GB/1TB NVMe SSD/Windows 11 Home/Office 2021/NVIDIA GeForce RTX 4060, GDDR6 8GB /Cosmos Gray/2.3Kg),13VFKG-652IN",https://www.amazon.in/MSI-Sword-Intel-13th-i9-13980HX/dp/B0C2P6C35M/ref=sr_1_270?dib=eyJ2IjoiMSJ9.NEvqMM88uDMb-EQbe34iV4FZxi52DcpsubjMNoEG1jqz47A06Fj-QrVJk-MF6mblr4JGt6t_UFTzYJwhAe3SpNVnyt7EONLhBC7dg9Ho1GfSATyhGKQZswfKdLe-cOdzYFYX5_GVSq2uWxQXVwoCoNhdUCgSMJ_9rtpAvwEjOBnjHwO1Ke33xjd-OsO43arH5jB_-c1IOqM6zG168YaUN_djeRhqkeAuHEjFqUUgcvNPJUrRVsV2SvkDHNVEoUZNGhevcDxUPD_X1eN8xML-Jh8Bj7La5cjpFfABSP3F-h3WiwdwVP_RJDkNox1QEGwbDAxb8n1yzNspIwHvuarAXoTPpIE7PiLAJ1ScrMHb9ZI.LrWZjXWAc48DqObk8BkE5sKh99Co5Rgsj1c-hFkKnzU&dib_tag=se&qid=1741773455&s=computers&sr=1-270,2,,139990,No Deal,72990,No Coupon,Msi,No discount
"Thomson Neo 14.1 Inch In-N14C Windows 11, Intel Dual Core Processor & Window 11 Home Notebook (4 GB Ram DDR4/ 128 GB Emmc/Thin & Light Weight/Silver)",https://www.amazon.in/Thomson-Windows-Processor-Window-Notebook/dp/B0DHPFM3RR/ref=sr_1_271?dib=eyJ2IjoiMSJ9.NEvqMM88uDMb-EQbe34iV4FZxi52DcpsubjMNoEG1jqz47A06Fj-QrVJk-MF6mblr4JGt6t_UFTzYJwhAe3SpNVnyt7EONLhBC7dg9Ho1GfSATyhGKQZswfKdLe-cOdzYFYX5_GVSq2uWxQXVwoCoNhdUCgSMJ_9rtpAvwEjOBnjHwO1Ke33xjd-OsO43arH5jB_-c1IOqM6zG168YaUN_djeRhqkeAuHEjFqUUgcvNPJUrRVsV2SvkDHNVEoUZNGhevcDxUPD_X1eN8xML-Jh8Bj7La5cjpFfABSP3F-h3WiwdwVP_RJDkNox1QEGwbDAxb8n1yzNspIwHvuarAXoTPpIE7PiLAJ1ScrMHb9ZI.LrWZjXWAc48DqObk8BkE5sKh99Co5Rgsj1c-hFkKnzU&dib_tag=se&qid=1741773455&s=computers&sr=1-271,2,-,12990,No Deal,72990,No Coupon,Thomson,60000
Microsoft New Surface Laptop (7th Edition) - Windows 11 Home Copilot + PC - 13.8” LCD PixelSense Touchscreen - Qualcomm Snapdragon X Elite (12 Core) - 16GB RAM - 512GB SSD - Graphite - ZGP-00059,https://www.amazon.in/Microsoft-New-Surface-Laptop-7th/dp/B0D926W4YN/ref=sr_1_272?dib=eyJ2IjoiMSJ9.NEvqMM88uDMb-EQbe34iV4FZxi52DcpsubjMNoEG1jqz47A06Fj-QrVJk-MF6mblr4JGt6t_UFTzYJwhAe3SpNVnyt7EONLhBC7dg9Ho1GfSATyhGKQZswfKdLe-cOdzYFYX5_GVSq2uWxQXVwoCoNhdUCgSMJ_9rtpAvwEjOBnjHwO1Ke33xjd-OsO43arH5jB_-c1IOqM6zG168YaUN_djeRhqkeAuHEjFqUUgcvNPJUrRVsV2SvkDHNVEoUZNGhevcDxUPD_X1eN8xML-Jh8Bj7La5cjpFfABSP3F-h3WiwdwVP_RJDkNox1QEGwbDAxb8n1yzNspIwHvuarAXoTPpIE7PiLAJ1ScrMHb9ZI.LrWZjXWAc48DqObk8BkE5sKh99Co5Rgsj1c-hFkKnzU&dib_tag=se&qid=1741773455&s=computers&sr=1-272,3,-,150990,No Deal,72990,No Coupon,Microsoft,No discount
"Lenovo IdeaPad Flex Intel Core i3-1215U 14""(35.5cm) WUXGA+ IPS 2-in-1 Laptop (8GB/512GB SSD/Windows 11/MS Office 2021/FHD Camera Digital Pen/Alexa/3 Month Game Pass/Grey/1.5Kg), 82R700KHIN",https://www.amazon.in/Lenovo-IdeaPad-i3-1215U-Windows-82R700KHIN/dp/B0DM58NN7N/ref=sr_1_273?dib=eyJ2IjoiMSJ9.NEvqMM88uDMb-EQbe34iV4FZxi52DcpsubjMNoEG1jqz47A06Fj-QrVJk-MF6mblr4JGt6t_UFTzYJwhAe3SpNVnyt7EONLhBC7dg9Ho1GfSATyhGKQZswfKdLe-cOdzYFYX5_GVSq2uWxQXVwoCoNhdUCgSMJ_9rtpAvwEjOBnjHwO1Ke33xjd-OsO43arH5jB_-c1IOqM6zG168YaUN_djeRhqkeAuHEjFqUUgcvNPJUrRVsV2SvkDHNVEoUZNGhevcDxUPD_X1eN8xML-Jh8Bj7La5cjpFfABSP3F-h3WiwdwVP_RJDkNox1QEGwbDAxb8n1yzNspIwHvuarAXoTPpIE7PiLAJ1ScrMHb9ZI.LrWZjXWAc48DqObk8BkE5sKh99Co5Rgsj1c-hFkKnzU&dib_tag=se&qid=1741773455&s=computers&sr=1-273,48,-,51390,No Deal,72990,No Coupon,Lenovo,21600
"(Refurbished) HP Pavilion 15, AMD Ryzen 5 7530U, 15.6-Inch (39.6 Cm),FHD,8GB DDR4,512GB SSD, AMD Radeon Graphics, 720P HD Camera, Backlit Kb, Audio By B&O (Win 11, Mso 2021, Silver, 1.75 Kg),Eh3036Au",https://www.amazon.in/Refurbished-HP-Pavilion-15-6-Inch-Graphics/dp/B0DDQCKG8G/ref=sr_1_274?dib=eyJ2IjoiMSJ9.NEvqMM88uDMb-EQbe34iV4FZxi52DcpsubjMNoEG1jqz47A06Fj-QrVJk-MF6mblr4JGt6t_UFTzYJwhAe3SpNVnyt7EONLhBC7dg9Ho1GfSATyhGKQZswfKdLe-cOdzYFYX5_GVSq2uWxQXVwoCoNhdUCgSMJ_9rtpAvwEjOBnjHwO1Ke33xjd-OsO43arH5jB_-c1IOqM6zG168YaUN_djeRhqkeAuHEjFqUUgcvNPJUrRVsV2SvkDHNVEoUZNGhevcDxUPD_X1eN8xML-Jh8Bj7La5cjpFfABSP3F-h3WiwdwVP_RJDkNox1QEGwbDAxb8n1yzNspIwHvuarAXoTPpIE7PiLAJ1ScrMHb9ZI.LrWZjXWAc48DqObk8BkE5sKh99Co5Rgsj1c-hFkKnzU&dib_tag=se&qid=1741773455&s=computers&sr=1-274,1,,40366,No Deal,72990,No Coupon,Hp,32624
"ASUS TUF Gaming F15, Intel Core i7 12700H 12th Gen, 15.6-inch FHD 144Hz, Gaming Laptop (16GB/512GB SSD/NVIDIA GeForce RTX 3050/Windows 11/90WHr/Jaeger Gray/2.2 Kg), FX577ZC-HN193W",https://www.amazon.in/ASUS-15-6-inch-GeForce-Windows-FX577ZC-HN193W/dp/B0D5DB77RT/ref=sr_1_275?dib=eyJ2IjoiMSJ9.NEvqMM88uDMb-EQbe34iV4FZxi52DcpsubjMNoEG1jqz47A06Fj-QrVJk-MF6mblr4JGt6t_UFTzYJwhAe3SpNVnyt7EONLhBC7dg9Ho1GfSATyhGKQZswfKdLe-cOdzYFYX5_GVSq2uWxQXVwoCoNhdUCgSMJ_9rtpAvwEjOBnjHwO1Ke33xjd-OsO43arH5jB_-c1IOqM6zG168YaUN_djeRhqkeAuHEjFqUUgcvNPJUrRVsV2SvkDHNVEoUZNGhevcDxUPD_X1eN8xML-Jh8Bj7La5cjpFfABSP3F-h3WiwdwVP_RJDkNox1QEGwbDAxb8n1yzNspIwHvuarAXoTPpIE7PiLAJ1ScrMHb9ZI.LrWZjXWAc48DqObk8BkE5sKh99Co5Rgsj1c-hFkKnzU&dib_tag=se&qid=1741773455&s=computers&sr=1-275,11,-,76990,Limited time deal,72990,No Coupon,Asus,No discount
"MSI Modern 15 H AI, Intel 1st Gen. Ultra 5 125H,Built-in AI, 40CM Laptop(16GB/512GB NVMe SSD/Windows 11 Home/MSO 2021/Intel Arc/Classic Black/1.9Kg), C1MG-049IN",https://www.amazon.in/MSI-Modern-Windows-Classic-C1MG-049IN/dp/B0D3W6WTPW/ref=sr_1_276?dib=eyJ2IjoiMSJ9.NEvqMM88uDMb-EQbe34iV4FZxi52DcpsubjMNoEG1jqz47A06Fj-QrVJk-MF6mblr4JGt6t_UFTzYJwhAe3SpNVnyt7EONLhBC7dg9Ho1GfSATyhGKQZswfKdLe-cOdzYFYX5_GVSq2uWxQXVwoCoNhdUCgSMJ_9rtpAvwEjOBnjHwO1Ke33xjd-OsO43arH5jB_-c1IOqM6zG168YaUN_djeRhqkeAuHEjFqUUgcvNPJUrRVsV2SvkDHNVEoUZNGhevcDxUPD_X1eN8xML-Jh8Bj7La5cjpFfABSP3F-h3WiwdwVP_RJDkNox1QEGwbDAxb8n1yzNspIwHvuarAXoTPpIE7PiLAJ1ScrMHb9ZI.LrWZjXWAc48DqObk8BkE5sKh99Co5Rgsj1c-hFkKnzU&dib_tag=se&qid=1741773455&s=computers&sr=1-276,4,-,53989,No Deal,72990,No Coupon,Msi,19001
"ASUS Vivobook Go 15 (OLED) 2023, AMD Ryzen 5 7520U, 15.6"" (39.62 cm) FHD OLED, Thin & Light Laptop (16GB/512GB SSD/Windows 11/Office 2021/Alexa Built-in/Backlit KB/Black/1.63 kg), E1504FA-LK542WS",https://www.amazon.in/ASUS-Vivobook-Windows-Backlit-E1504FA-LK542WS/dp/B0BTWCN881/ref=sr_1_277?dib=eyJ2IjoiMSJ9.NEvqMM88uDMb-EQbe34iV4FZxi52DcpsubjMNoEG1jqz47A06Fj-QrVJk-MF6mblr4JGt6t_UFTzYJwhAe3SpNVnyt7EONLhBC7dg9Ho1GfSATyhGKQZswfKdLe-cOdzYFYX5_GVSq2uWxQXVwoCoNhdUCgSMJ_9rtpAvwEjOBnjHwO1Ke33xjd-OsO43arH5jB_-c1IOqM6zG168YaUN_djeRhqkeAuHEjFqUUgcvNPJUrRVsV2SvkDHNVEoUZNGhevcDxUPD_X1eN8xML-Jh8Bj7La5cjpFfABSP3F-h3WiwdwVP_RJDkNox1QEGwbDAxb8n1yzNspIwHvuarAXoTPpIE7PiLAJ1ScrMHb9ZI.LrWZjXWAc48DqObk8BkE5sKh99Co5Rgsj1c-hFkKnzU&dib_tag=se&qid=1741773455&s=computers&sr=1-277,54,-,47999,No Deal,72990,No Coupon,Asus,24991
"HP Laptop 240 G9 (2024), Intel Core i7 12th Gen 1255U - (16GB/512GB SSD/Intel Iris Xe Graphics/Windows 11) Thin and Light Business Laptop/14 (35.56cm) FHD/Silver/1.47 kg/MS Office 2021",https://www.amazon.in/HP-Laptop-240-Intel-1255U/dp/B08W3JY354/ref=sr_1_278?dib=eyJ2IjoiMSJ9.NEvqMM88uDMb-EQbe34iV4FZxi52DcpsubjMNoEG1jqz47A06Fj-QrVJk-MF6mblr4JGt6t_UFTzYJwhAe3SpNVnyt7EONLhBC7dg9Ho1GfSATyhGKQZswfKdLe-cOdzYFYX5_GVSq2uWxQXVwoCoNhdUCgSMJ_9rtpAvwEjOBnjHwO1Ke33xjd-OsO43arH5jB_-c1IOqM6zG168YaUN_djeRhqkeAuHEjFqUUgcvNPJUrRVsV2SvkDHNVEoUZNGhevcDxUPD_X1eN8xML-Jh8Bj7La5cjpFfABSP3F-h3WiwdwVP_RJDkNox1QEGwbDAxb8n1yzNspIwHvuarAXoTPpIE7PiLAJ1ScrMHb9ZI.LrWZjXWAc48DqObk8BkE5sKh99Co5Rgsj1c-hFkKnzU&dib_tag=se&qid=1741773455&s=computers&sr=1-278,3,-,59890,No Deal,72990,No Coupon,Hp,13100
"Acer Aspire 3 Intel Core i3-1215U Processor Laptop with 35.56 cm (14"") Full HD LED-Backlit IPS Display (16 GB RAM/512 GB SSD/WiFi 6/Intel Graphics/Win11 Home/65W) A324-51, Steel Gray, 1.45KG",https://www.amazon.in/Acer-i3-1215U-Processor-LED-Backlit-A324-51/dp/B0D817WFC8/ref=sr_1_279?dib=eyJ2IjoiMSJ9.NEvqMM88uDMb-EQbe34iV4FZxi52DcpsubjMNoEG1jqz47A06Fj-QrVJk-MF6mblr4JGt6t_UFTzYJwhAe3SpNVnyt7EONLhBC7dg9Ho1GfSATyhGKQZswfKdLe-cOdzYFYX5_GVSq2uWxQXVwoCoNhdUCgSMJ_9rtpAvwEjOBnjHwO1Ke33xjd-OsO43arH5jB_-c1IOqM6zG168YaUN_djeRhqkeAuHEjFqUUgcvNPJUrRVsV2SvkDHNVEoUZNGhevcDxUPD_X1eN8xML-Jh8Bj7La5cjpFfABSP3F-h3WiwdwVP_RJDkNox1QEGwbDAxb8n1yzNspIwHvuarAXoTPpIE7PiLAJ1ScrMHb9ZI.LrWZjXWAc48DqObk8BkE5sKh99Co5Rgsj1c-hFkKnzU&dib_tag=se&qid=1741773455&s=computers&sr=1-279,18,-,31990,No Deal,72990,No Coupon,Acer,41000
"Samsung Galaxy Book3 (NP754) Intel Core i3 13th Gen 1315U 39.6cm (15.6-inch) FHD Thin & Light Laptop (8GB/512GB SSD/Windows 11 Pro (64bit)/Intel UHD Graphics/Silver/1.57 Kg), NP754XFG-KB3IN.",https://www.amazon.in/Samsung-15-6-inch-Windows-Graphics-NP754XFG-KB3IN/dp/B0D83YDSGM/ref=sr_1_280?dib=eyJ2IjoiMSJ9.NEvqMM88uDMb-EQbe34iV4FZxi52DcpsubjMNoEG1jqz47A06Fj-QrVJk-MF6mblr4JGt6t_UFTzYJwhAe3SpNVnyt7EONLhBC7dg9Ho1GfSATyhGKQZswfKdLe-cOdzYFYX5_GVSq2uWxQXVwoCoNhdUCgSMJ_9rtpAvwEjOBnjHwO1Ke33xjd-OsO43arH5jB_-c1IOqM6zG168YaUN_djeRhqkeAuHEjFqUUgcvNPJUrRVsV2SvkDHNVEoUZNGhevcDxUPD_X1eN8xML-Jh8Bj7La5cjpFfABSP3F-h3WiwdwVP_RJDkNox1QEGwbDAxb8n1yzNspIwHvuarAXoTPpIE7PiLAJ1ScrMHb9ZI.LrWZjXWAc48DqObk8BkE5sKh99Co5Rgsj1c-hFkKnzU&dib_tag=se&qid=1741773455&s=computers&sr=1-280,6,-,38990,No Deal,72990,No Coupon,Samsung,34000
"HP Pavilion x360, 13th Gen Intel Core i5-1335U, 16GB DDR4, 1TB SSD, (Win11, Office21, Rose Gold,1.41kg), Touchscreen, IPS, 14inch(35.6cm) FHD Laptop, Intel Iris Xe Graphics, 5MP Camera, Pen, ek1009TU",https://www.amazon.in/HP-Pavilion-i5-1335U-Graphics-14-ek1009TU/dp/B0BRTBVSHS/ref=sr_1_281?dib=eyJ2IjoiMSJ9.NEvqMM88uDMb-EQbe34iV4FZxi52DcpsubjMNoEG1jqz47A06Fj-QrVJk-MF6mblr4JGt6t_UFTzYJwhAe3SpNVnyt7EONLhBC7dg9Ho1GfSATyhGKQZswfKdLe-cOdzYFYX5_GVSq2uWxQXVwoCoNhdUCgSMJ_9rtpAvwEjOBnjHwO1Ke33xjd-OsO43arH5jB_-c1IOqM6zG168YaUN_djeRhqkeAuHEjFqUUgcvNPJUrRVsV2SvkDHNVEoUZNGhevcDxUPD_X1eN8xML-Jh8Bj7La5cjpFfABSP3F-h3WiwdwVP_RJDkNox1QEGwbDAxb8n1yzNspIwHvuarAXoTPpIE7PiLAJ1ScrMHb9ZI.LrWZjXWAc48DqObk8BkE5sKh99Co5Rgsj1c-hFkKnzU&dib_tag=se&qid=1741773455&s=computers&sr=1-281,43,-,79490,No Deal,72990,No Coupon,Hp,No discount
"HP Victus, 12th Gen Intel Core i5-12450H, NVIDIA RTX 3050, 16GB DDR4, 512GB SSD (Win11, Office21, Blue, 2.3kg) 144Hz, 9MS, IPS, 15.6-inch(39.6cm), Flicker-Free Gaming Laptop, Enhanced Cooling,fa0333TX",https://www.amazon.in/HP-i5-12450H-15-6-inch-Response-fa0666TX/dp/B0C2HZYM87/ref=sr_1_282?dib=eyJ2IjoiMSJ9.NEvqMM88uDMb-EQbe34iV4FZxi52DcpsubjMNoEG1jqz47A06Fj-QrVJk-MF6mblr4JGt6t_UFTzYJwhAe3SpNVnyt7EONLhBC7dg9Ho1GfSATyhGKQZswfKdLe-cOdzYFYX5_GVSq2uWxQXVwoCoNhdUCgSMJ_9rtpAvwEjOBnjHwO1Ke33xjd-OsO43arH5jB_-c1IOqM6zG168YaUN_djeRhqkeAuHEjFqUUgcvNPJUrRVsV2SvkDHNVEoUZNGhevcDxUPD_X1eN8xML-Jh8Bj7La5cjpFfABSP3F-h3WiwdwVP_RJDkNox1QEGwbDAxb8n1yzNspIwHvuarAXoTPpIE7PiLAJ1ScrMHb9ZI.LrWZjXWAc48DqObk8BkE5sKh99Co5Rgsj1c-hFkKnzU&dib_tag=se&qid=1741773455&s=computers&sr=1-282,514,-,67590,No Deal,72990,No Coupon,Hp,5400
"ASUS TUF Gaming F15, 15.6"" (39.62cm) FHD 144Hz, 13th Gen Intel Core i7-13620H, Gaming Laptop (16GB DDR5/512GB SSD/NVIDIA GeForce RTX 4060 /Windows 11//Mecha Gray/2.20 Kg), FX507VV-LP287W",https://www.amazon.in/ASUS-39-62cm-i7-13620H-GeForce-FX507VV-LP287W/dp/B0D25TQNN7/ref=sr_1_283?dib=eyJ2IjoiMSJ9.NEvqMM88uDMb-EQbe34iV4FZxi52DcpsubjMNoEG1jqz47A06Fj-QrVJk-MF6mblr4JGt6t_UFTzYJwhAe3SpNVnyt7EONLhBC7dg9Ho1GfSATyhGKQZswfKdLe-cOdzYFYX5_GVSq2uWxQXVwoCoNhdUCgSMJ_9rtpAvwEjOBnjHwO1Ke33xjd-OsO43arH5jB_-c1IOqM6zG168YaUN_djeRhqkeAuHEjFqUUgcvNPJUrRVsV2SvkDHNVEoUZNGhevcDxUPD_X1eN8xML-Jh8Bj7La5cjpFfABSP3F-h3WiwdwVP_RJDkNox1QEGwbDAxb8n1yzNspIwHvuarAXoTPpIE7PiLAJ1ScrMHb9ZI.LrWZjXWAc48DqObk8BkE5sKh99Co5Rgsj1c-hFkKnzU&dib_tag=se&qid=1741773455&s=computers&sr=1-283,21,-,104990,No Deal,72990,No Coupon,Asus,No discount
"Lenovo IdeaPad Slim 5 13th Gen Core i7-13700H (16GB RAM/512GB SSD/Intel Iris Xe Graphics/WUXGA IPS Display/16 (40.6cm)/Windows 11/MS Office 2021/Backlit Keyboard/Grey/1.89Kg), 82XF003HIN Laptop",https://www.amazon.in/Lenovo-i7-13700H-Graphics-Keyboard-82XF003HIN/dp/B0DRP19KS4/ref=sr_1_284?dib=eyJ2IjoiMSJ9.NEvqMM88uDMb-EQbe34iV4FZxi52DcpsubjMNoEG1jqz47A06Fj-QrVJk-MF6mblr4JGt6t_UFTzYJwhAe3SpNVnyt7EONLhBC7dg9Ho1GfSATyhGKQZswfKdLe-cOdzYFYX5_GVSq2uWxQXVwoCoNhdUCgSMJ_9rtpAvwEjOBnjHwO1Ke33xjd-OsO43arH5jB_-c1IOqM6zG168YaUN_djeRhqkeAuHEjFqUUgcvNPJUrRVsV2SvkDHNVEoUZNGhevcDxUPD_X1eN8xML-Jh8Bj7La5cjpFfABSP3F-h3WiwdwVP_RJDkNox1QEGwbDAxb8n1yzNspIwHvuarAXoTPpIE7PiLAJ1ScrMHb9ZI.LrWZjXWAc48DqObk8BkE5sKh99Co5Rgsj1c-hFkKnzU&dib_tag=se&qid=1741773455&s=computers&sr=1-284,1,-,75990,No Deal,72990,No Coupon,Lenovo,No discount
"Apple 2025 MacBook Air 15″ Laptop with M4 chip: Built for Apple Intelligence, 38.91 cm (15.3″) Liquid Retina Display, 16GB Unified Memory, 256GB SSD Storage, 12MP Camera, Touch ID; Midnight",https://www.amazon.in/Apple-2025-MacBook-Laptop-chip/dp/B0DZDDPXY5/ref=sr_1_285?dib=eyJ2IjoiMSJ9.NEvqMM88uDMb-EQbe34iV4FZxi52DcpsubjMNoEG1jqz47A06Fj-QrVJk-MF6mblr4JGt6t_UFTzYJwhAe3SpNVnyt7EONLhBC7dg9Ho1GfSATyhGKQZswfKdLe-cOdzYFYX5_GVSq2uWxQXVwoCoNhdUCgSMJ_9rtpAvwEjOBnjHwO1Ke33xjd-OsO43arH5jB_-c1IOqM6zG168YaUN_djeRhqkeAuHEjFqUUgcvNPJUrRVsV2SvkDHNVEoUZNGhevcDxUPD_X1eN8xML-Jh8Bj7La5cjpFfABSP3F-h3WiwdwVP_RJDkNox1QEGwbDAxb8n1yzNspIwHvuarAXoTPpIE7PiLAJ1ScrMHb9ZI.LrWZjXWAc48DqObk8BkE5sKh99Co5Rgsj1c-hFkKnzU&dib_tag=se&qid=1741773455&s=computers&sr=1-285,No Ratings,-,120990,Limited time deal,72990,No Coupon,Apple,No discount
"Acer Aspire Lite 12th Gen Intel Core i7-1255U Premium Metal Laptop (Windows 11 Home/16 GB RAM/512 GB SSD) AL15-52, 39.62cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.59 Kg",https://www.amazon.in/Acer-i7-1255U-Premium-Windows-AL15-52/dp/B0D262KC1J/ref=sr_1_286?dib=eyJ2IjoiMSJ9.NEvqMM88uDMb-EQbe34iV4FZxi52DcpsubjMNoEG1jqz47A06Fj-QrVJk-MF6mblr4JGt6t_UFTzYJwhAe3SpNVnyt7EONLhBC7dg9Ho1GfSATyhGKQZswfKdLe-cOdzYFYX5_GVSq2uWxQXVwoCoNhdUCgSMJ_9rtpAvwEjOBnjHwO1Ke33xjd-OsO43arH5jB_-c1IOqM6zG168YaUN_djeRhqkeAuHEjFqUUgcvNPJUrRVsV2SvkDHNVEoUZNGhevcDxUPD_X1eN8xML-Jh8Bj7La5cjpFfABSP3F-h3WiwdwVP_RJDkNox1QEGwbDAxb8n1yzNspIwHvuarAXoTPpIE7PiLAJ1ScrMHb9ZI.LrWZjXWAc48DqObk8BkE5sKh99Co5Rgsj1c-hFkKnzU&dib_tag=se&qid=1741773455&s=computers&sr=1-286,43,-,49990,No Deal,72990,No Coupon,Acer,23000
"Lenovo IdeaPad Slim 5 13th Gen Intel Core i5 13500H 16"" (40.6cm) 2.5K IPS 350Nits Laptop (16GB/1TB SSD/Win 11/Office 2021/Backlit KB/FHD 1080p Camera/Alexa/3 Month Game Pass/Grey/1.89Kg), 82XF0077IN",https://www.amazon.in/Lenovo-IdeaPad-350Nits-Backlit-82XF0077IN/dp/B0CNK232CB/ref=sr_1_287?dib=eyJ2IjoiMSJ9.NEvqMM88uDMb-EQbe34iV4FZxi52DcpsubjMNoEG1jqz47A06Fj-QrVJk-MF6mblr4JGt6t_UFTzYJwhAe3SpNVnyt7EONLhBC7dg9Ho1GfSATyhGKQZswfKdLe-cOdzYFYX5_GVSq2uWxQXVwoCoNhdUCgSMJ_9rtpAvwEjOBnjHwO1Ke33xjd-OsO43arH5jB_-c1IOqM6zG168YaUN_djeRhqkeAuHEjFqUUgcvNPJUrRVsV2SvkDHNVEoUZNGhevcDxUPD_X1eN8xML-Jh8Bj7La5cjpFfABSP3F-h3WiwdwVP_RJDkNox1QEGwbDAxb8n1yzNspIwHvuarAXoTPpIE7PiLAJ1ScrMHb9ZI.LrWZjXWAc48DqObk8BkE5sKh99Co5Rgsj1c-hFkKnzU&dib_tag=se&qid=1741773455&s=computers&sr=1-287,72,-,73690,No Deal,72990,No Coupon,Lenovo,No discount
"MSI Cyborg 15, Intel Core i5-12450H, 40CM FHD 144Hz Gaming Laptop(16GB/512GB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 3050,GDDR6 6GB/Translucent Black/1.98Kg), A12UDX-1049IN",https://www.amazon.in/MSI-i5-12450H-Windows-Translucent-A12UDX-1049IN/dp/B0CXDH112Q/ref=sr_1_288?dib=eyJ2IjoiMSJ9.NEvqMM88uDMb-EQbe34iV4FZxi52DcpsubjMNoEG1jqz47A06Fj-QrVJk-MF6mblr4JGt6t_UFTzYJwhAe3SpNVnyt7EONLhBC7dg9Ho1GfSATyhGKQZswfKdLe-cOdzYFYX5_GVSq2uWxQXVwoCoNhdUCgSMJ_9rtpAvwEjOBnjHwO1Ke33xjd-OsO43arH5jB_-c1IOqM6zG168YaUN_djeRhqkeAuHEjFqUUgcvNPJUrRVsV2SvkDHNVEoUZNGhevcDxUPD_X1eN8xML-Jh8Bj7La5cjpFfABSP3F-h3WiwdwVP_RJDkNox1QEGwbDAxb8n1yzNspIwHvuarAXoTPpIE7PiLAJ1ScrMHb9ZI.LrWZjXWAc48DqObk8BkE5sKh99Co5Rgsj1c-hFkKnzU&dib_tag=se&qid=1741773455&s=computers&sr=1-288,11,-,61275,No Deal,72990,No Coupon,Msi,11715
